,bts_id,lat,lon,comuna
993,PVSG1,-33.517,-70.5956,LA FLORIDA
994,SULDE,-33.3592,-70.5182,LO BARNECHEA
995,SUNLC,-33.3926,-70.544,LAS CONDES
996,QLCG1,-33.3693,-70.7242,QUILICURA
997,MONG1,-33.6776,-70.9999,EL MONTE
998,MRPG2,-33.5189,-71.1108,MARÍA PINTO
999,POMC2,-33.6604,-71.1454,MELIPILLA
1000,CCA1B,-33.418,-70.6059,PROVIDENCIA
1001,CCY1D,-33.418,-70.6059,PROVIDENCIA
1002,CCY4C,-33.418,-70.6059,PROVIDENCIA
1003,CEMPA,-33.8033,-70.74,PAINE
1004,LHTTF,-33.4023,-70.5778,LAS CONDES
1005,ATICF,-33.4627,-70.6056,ÑUÑOA
1006,NATNL,-33.4461,-70.6535,SANTIAGO
1007,AMBXF,-33.3967,-70.7936,PUDAHUEL
1008,PUINC,-33.397,-70.7937,PUDAHUEL
1009,LIRUF,-33.7634,-70.7391,BUIN
1010,PDEPF,-33.51,-70.625,SAN JOAQUÍN
1011,PAA1I,-33.4024,-70.579,LAS CONDES
1012,PAX1A,-33.4024,-70.579,LAS CONDES
1013,MLILD,-33.3523,-70.5209,LO BARNECHEA
1014,MELA4,-33.4186,-70.6014,PROVIDENCIA
1015,ASOLC,-33.5113,-70.7998,MAIPÚ
1016,ACARO,-33.4411,-70.5427,LA REINA
1017,TAVAN,-33.3599,-70.2484,LO BARNECHEA
1018,CJHUA,-33.3408,-70.4664,LO BARNECHEA
1019,EPARF,-33.5313,-70.645,SAN RAMÓN
1020,GMRIF,-33.3696,-70.7343,QUILICURA
1021,CONQF,-33.4203,-70.6173,PROVIDENCIA
1022,PIRF2,-33.5056,-70.5372,PEÑALOLÉN
1023,GRJC1,-33.5399,-70.6143,LA GRANJA
1024,LTHSF,-33.532,-70.5506,LA FLORIDA
1025,RULOF,-33.6866,-70.6755,BUIN
1026,AGUAF,-33.495,-70.6558,SAN MIGUEL
1027,GOREF,-33.4443,-70.7002,QUINTA NORMAL
1028,PUNPF,-33.4435,-70.7519,PUDAHUEL
1029,WSMTF,-33.4089,-70.5679,LAS CONDES
1030,AMA2E,-33.4825,-70.751,MAIPÚ
1031,LAGSU,-33.4604,-70.7519,PUDAHUEL
1032,FLBAF,-33.434,-70.54,LA REINA
1033,SAEXF,-33.4353,-70.62,PROVIDENCIA
1034,POA3E,-33.5174,-70.7174,CERRILLOS
1035,POA1B,-33.5174,-70.7174,CERRILLOS
1036,POA1C,-33.5174,-70.7174,CERRILLOS
1037,PZARF,-33.485,-70.58800000000001,MACUL
1038,AJINE,-33.4584,-70.6189,ÑUÑOA
1039,MRCOF,-33.6086,-71.1167,MELIPILLA
1040,MVCC2,-33.3712,-70.652,HUECHURABA
1041,CALLF,-33.418,-70.59100000000001,LAS CONDES
1042,15COS,-33.4425,-70.7589,PUDAHUEL
1043,HAPO3,-33.4228,-70.5418,LAS CONDES
1044,PRAEJ,-33.6142,-70.5975,PUENTE ALTO
1045,HAPO4,-33.4232,-70.5442,LAS CONDES
1046,HAPO7,-33.4034,-70.5313,LAS CONDES
1047,HAPO8,-33.4101,-70.5265,LAS CONDES
1048,HUEQO,-33.8341,-70.6422,PAINE
1049,CHILC,-32.9255,-70.8052,TILTIL
1050,NICUR,-33.4035,-70.5928,VITACURA
1051,HSFC5,-33.4009,-70.5097,LAS CONDES
1052,LOCAM,-33.3721,-71.0551,CURACAVÍ
1053,SELEN,-33.224000000000004,-70.7224,COLINA
1054,PESCE,-33.5445,-70.7618,MAIPÚ
1055,SNPAS,-33.4142,-70.5808,LAS CONDES
1056,MACRE,-33.5821,-70.6066,PUENTE ALTO
1057,LRUCF,-33.4399,-70.6407,SANTIAGO
1058,TPOS2,-33.4449,-70.6364,SANTIAGO
1059,QLMG1,-33.8914,-71.4888,SAN PEDRO
1060,L6NL3,-33.4626,-70.6068,ÑUÑOA
1061,L6NT3,-33.4774,-70.6418,SAN JOAQUÍN
1062,L6NT6,-33.4542,-70.6051,ÑUÑOA
1063,ALCC1,-33.391,-70.5453,LAS CONDES
1064,MELOD,-33.4079,-70.5448,LAS CONDES
1065,MESMI,-33.4141,-70.5843,LAS CONDES
1066,L1016,-33.4141,-70.5843,LAS CONDES
1067,L1006,-33.4079,-70.5448,LAS CONDES
1068,L1018,-33.4141,-70.5843,LAS CONDES
1069,L1015,-33.4091,-70.5679,LAS CONDES
1070,HBCA1,-33.3779,-70.6139,HUECHURABA
1071,ANITA,-33.5196,-70.689,LO ESPEJO
1072,TAUAS,-33.5527,-70.6171,LA GRANJA
1073,CTJG1,-33.3666,-70.6956,CONCHALÍ
1074,GRFCO,-33.5656,-70.6543,LA PINTANA
1075,BEBAN,-33.4425,-70.6518,SANTIAGO
1076,HASO1,-33.5098,-70.7949,MAIPÚ
1077,5ANUE,-33.458,-70.6874,ESTACIÓN CENTRAL
1078,SUPDV,-33.4457,-70.6068,ÑUÑOA
1079,TRAMF,-33.5441,-70.6713,LA CISTERNA
1080,EVERG,-33.4305,-70.5945,PROVIDENCIA
1081,CNH12,-33.4211,-70.7183,CERRO NAVIA
1082,MCLF2,-33.4689,-70.5976,ÑUÑOA
1083,L3IR1,-33.4583,-70.643,SANTIAGO
1084,MARTA,-33.4588,-70.7327,PUDAHUEL
1085,EMB02,-33.439,-70.6543,SANTIAGO
1086,CIH12,-33.5246,-70.6545,LA CISTERNA
1087,SAND1,-33.4746,-70.6278,SAN JOAQUÍN
1088,SCPAV,-33.4347,-70.5517,LA REINA
1089,CTGG1,-33.6303,-70.7664,CALERA DE TANGO
1090,LOCAE,-33.376,-70.7252,QUILICURA
1091,RIVAD,-33.5222,-70.6404,SAN RAMÓN
1092,NIEVF,-33.616,-70.5641,PUENTE ALTO
1093,LCMAF,-33.5761,-70.7019,SAN BERNARDO
1094,LEPC1,-33.5353,-70.6958,LO ESPEJO
1095,LPRC1,-33.443000000000005,-70.7149,LO PRADO
1096,MCLLF,-33.4268,-70.5721,LAS CONDES
1097,HOSSJ,-33.4139,-70.653,INDEPENDENCIA
1098,MELC2,-33.6847,-71.2154,MELIPILLA
1099,COUC1,-33.5078,-70.5541,PEÑALOLÉN
1100,CSBDF,-33.5883,-70.6957,SAN BERNARDO
1101,DIRAF,-33.4499,-70.6217,ÑUÑOA
1102,DPCRZ,-33.5115,-70.5766,LA FLORIDA
1103,ENEAP,-33.4341,-70.7858,PUDAHUEL
1104,FANC1,-33.4564,-70.6603,SANTIAGO
1105,FAROF,-33.4059,-70.5601,LAS CONDES
1106,FONTU,-33.3484,-70.6701,HUECHURABA
1107,SAJOH,-33.379,-70.4951,LAS CONDES
1108,LAREN,-33.4558,-70.7064,LO PRADO
1109,RCANF,-33.4341,-70.6217,PROVIDENCIA
1110,RDBHF,-33.4577,-70.5193,LA REINA
1111,RMSRF,-33.6263,-70.6309,LA PINTANA
1112,TOBAL,-33.4354,-70.5921,PROVIDENCIA
1113,VITC1,-33.3913,-70.5715,VITACURA
1114,MSPOF,-33.3707,-70.5064,LAS CONDES
1115,LOBLA,-33.5883,-70.643,LA PINTANA
1116,BCIAF,-33.4409,-70.653,SANTIAGO
1117,HLASC,-33.5228,-70.6036,LA FLORIDA
1118,HMAR2,-33.3999,-70.5745,LAS CONDES
1119,HROMA,-33.5359,-70.5858,LA FLORIDA
1120,ELYEU,-33.7975,-70.2131,SAN JOSÉ DE MAIPO
1121,TLPRA,-33.4595,-70.964,CURACAVÍ
1122,MEGOL,-33.4164,-70.5956,LAS CONDES
1123,MESAL,-33.4337,-70.6262,PROVIDENCIA
1124,MEFSF,-33.4179,-70.5941,LAS CONDES
1125,MPEMF,-33.4138,-70.5843,LAS CONDES
1126,MSIGF,-33.4142,-70.5927,LAS CONDES
1127,HCABA,-33.5874,-70.688,SAN BERNARDO
1128,LRHB1,-33.4573,-70.7159,LO PRADO
1129,MESOB,-33.497,-70.7572,MAIPÚ
1130,MELME,-33.6021,-70.5772,PUENTE ALTO
1131,MELOP,-33.4798,-70.5787,MACUL
1132,CADIF,-33.4427,-70.6433,SANTIAGO
1133,MELAU,-33.673,-71.2077,MELIPILLA
1134,OBSER,-33.5919,-70.6325,LA PINTANA
1135,BMATT,-33.7055,-70.7473,BUIN
1136,AGSTF,-33.4402,-70.6449,SANTIAGO
1137,PDREA,-33.5086,-70.6148,SAN JOAQUÍN
1138,MMQHF,-33.396,-70.5722,VITACURA
1139,HYATT,-33.4043,-70.5832,LAS CONDES
1140,MJCIH,-33.4401,-70.6566,SANTIAGO
1141,TLGG1,-33.6555,-70.9422,EL MONTE
1142,MHBLF,-33.4852,-70.6445,SAN MIGUEL
1143,CLAND,-33.4062,-70.5034,LAS CONDES
1144,CLALD,-33.3558,-70.52600000000001,LO BARNECHEA
1145,UAND2,-33.4065,-70.5073,LAS CONDES
1146,SUPOE,-33.5181,-70.7171,CERRILLOS
1147,ACARF,-33.3872,-70.6573,CONCHALÍ
1148,MARTI,-33.4371,-70.6583,SANTIAGO
1149,MEBIL,-33.4315,-70.5846,LAS CONDES
1150,ENACN,-33.4635,-70.6118,ÑUÑOA
1151,INAVR,-33.3811,-70.6414,HUECHURABA
1152,AGUCO,-33.3167,-70.7475,LAMPA
1153,CAHEN,-33.4178,-70.5926,LAS CONDES
1154,BELET,-33.4255,-70.6191,PROVIDENCIA
1155,ONEMI,-33.4687,-70.664,SANTIAGO
1156,ELBAU,-33.6333,-70.7369,SAN BERNARDO
1157,EMOGA,-33.3571,-70.6994,QUILICURA
1158,MARTC,-33.3957,-70.7409,RENCA
1159,CHHBT,-33.4602,-70.6631,SANTIAGO
1160,TAPLA,-33.6636,-70.9327,TALAGANTE
1161,EDBIC,-33.4424,-70.6549,SANTIAGO
1162,EDB2C,-33.4424,-70.6549,SANTIAGO
1163,ESALT,-33.4056,-70.6238,RECOLETA
1164,CTLTS,-33.1437,-70.7147,COLINA
1165,ALCAL,-33.4169,-70.5888,LAS CONDES
1166,MSMH2,-33.4402,-70.6556,SANTIAGO
1167,JPHF2,-33.4284,-70.5416,LAS CONDES
1168,HDIGA,-33.5751,-70.6741,EL BOSQUE
1169,VTRTC,-33.4117,-70.5799,LAS CONDES
1170,LANES,-33.4432,-70.649,SANTIAGO
1171,FCORR,-33.3923,-70.592,VITACURA
1172,TSMAQ,-33.3717,-70.5839,VITACURA
1173,TCUMF,-33.4366,-70.6715,SANTIAGO
1174,PEGAN,-33.452,-70.5712,ÑUÑOA
1175,RITOS,-33.4573,-70.7216,ESTACIÓN CENTRAL
1176,SDISI,-33.4495,-70.6475,SANTIAGO
1177,PARJC,-33.4779,-70.5352,PEÑALOLÉN
1178,MESIB,-33.4459,-70.572,LA REINA
1179,CENAV,-33.4308,-70.7161,QUINTA NORMAL
1180,BAJON,-33.6408,-70.6272,PUENTE ALTO
1181,ESTC1,-33.4324,-70.6549,SANTIAGO
1182,SVIAR,-33.264,-70.6806,COLINA
1183,BSURF,-33.4667,-70.5849,ÑUÑOA
1184,SUAPV,-33.416,-70.5936,LAS CONDES
1185,CIALA,-33.3899,-70.7663,PUDAHUEL
1186,HILAR,-33.429,-70.7851,PUDAHUEL
1187,SNLEO,-33.6396,-70.6916,SAN BERNARDO
1188,LUCIF,-33.4394,-70.6443,SANTIAGO
1189,MSAHU,-33.4542,-70.6923,ESTACIÓN CENTRAL
1190,ECOR3,-33.4368,-70.6326,PROVIDENCIA
1191,PDTSA,-33.4957,-70.6232,SAN JOAQUÍN
1192,REVIZ,-33.1994,-70.4676,LO BARNECHEA
1193,CLCEH,-33.384,-70.5306,LAS CONDES
1194,MIRA3,-33.416,-70.6066,LAS CONDES
1195,MVLTO,-33.3565,-70.5394,LO BARNECHEA
1196,SBERN,-33.6103,-70.7042,SAN BERNARDO
1197,HBLAN,-33.4186,-70.6091,PROVIDENCIA
1198,EDA11,-33.4054,-70.5747,LAS CONDES
1199,CALER,-33.6138,-70.816,CALERA DE TANGO
1200,ESMER,-33.1871,-70.6475,COLINA
1201,HLRE5,-33.4409,-70.5498,LA REINA
1202,HNUN2,-33.4332,-70.5604,LA REINA
1203,ELPOU,-33.5356,-70.5665,LA FLORIDA
1204,E298U,-33.4206,-70.6003,PROVIDENCIA
1205,EDUAU,-33.4126,-70.6806,RENCA
1206,HBCFR,-33.4885,-70.6834,PEDRO AGUIRRE CERDA
1207,JLCOF,-33.3942,-70.5791,VITACURA
1208,RCHC2,-33.5537,-70.7057,SAN BERNARDO
1209,SLUIF,-33.3642,-70.7522,QUILICURA
1210,VABLF,-33.4141,-70.6038,LAS CONDES
1211,CSKIF,-33.3462,-70.2912,LO BARNECHEA
1212,BIARR,-33.4328,-70.6088,PROVIDENCIA
1213,HTALG,-33.6525,-70.9278,TALAGANTE
1214,PSTPV,-33.4521,-70.7808,PUDAHUEL
1215,CACUL,-33.8525,-70.8476,PAINE
1216,CLONR,-33.7553,-70.8173,BUIN
1217,CIPIN,-33.6244,-70.6937,SAN BERNARDO
1218,CONSD,-33.4511,-70.6543,SANTIAGO
1219,ECOR5,-33.4368,-70.6325,PROVIDENCIA
1220,ISMAQ,-33.4229,-70.5648,LAS CONDES
1221,LLEON,-33.5486,-70.6657,EL BOSQUE
1222,PDISI,-33.4334,-70.6564,SANTIAGO
1223,MALEF,-33.4429,-70.649,SANTIAGO
1224,PEFO2,-33.3405,-70.6744,HUECHURABA
1225,PROCG,-33.4275,-70.6178,PROVIDENCIA
1226,ERULO,-33.5659,-70.5386,PUENTE ALTO
1227,SBOC2,-33.4466,-70.5865,ÑUÑOA
1228,MENA2,-33.4657,-70.6108,ÑUÑOA
1229,MESA5,-33.4383,-70.6598,SANTIAGO
1230,SURAA,-33.4115,-70.5796,LAS CONDES
1231,MHSNJ,-33.4183,-70.6568,INDEPENDENCIA
1232,ELREM,-33.4186,-70.5203,LAS CONDES
1233,HMCSB,-33.4521,-70.6802,ESTACIÓN CENTRAL
1234,MFCEF,-33.5108,-70.6069,LA FLORIDA
1235,GOLFA,-33.3795,-70.5581,VITACURA
1236,HURC1,-33.5684,-70.8133,PADRE HURTADO
1237,MFRA1,-33.4407,-70.7284,LO PRADO
1238,POA3G,-33.5174,-70.7174,CERRILLOS
1239,VPAIN,-33.7851,-70.8182,BUIN
1240,FBRFC,-33.4198,-70.5983,LAS CONDES
1241,LUISA,-33.3415,-70.7434,QUILICURA
1242,HBIOB,-33.474000000000004,-70.6437,SANTIAGO
1243,PALT2,-33.5954,-70.5778,PUENTE ALTO
1244,GRALA,-33.4619,-70.6955,ESTACIÓN CENTRAL
1245,SANT3,-33.4194,-70.53399999999999,LAS CONDES
1246,LAUMA,-33.2135,-70.9205,LAMPA
1247,AWARE,-33.4106,-70.5766,LAS CONDES
1248,RAMON,-33.6257,-70.5536,PIRQUE
1249,ESQBH,-33.4497,-70.6839,ESTACIÓN CENTRAL
1250,BERGA,-33.4163,-70.5587,LAS CONDES
1251,MUNIS,-33.437,-70.6502,SANTIAGO
1252,NCITA,-33.4166,-70.598,LAS CONDES
1253,TENIS,-33.4337,-70.6428,RECOLETA
1254,NCESA,-33.4398,-70.6745,SANTIAGO
1255,EPANF,-33.4238,-70.6104,PROVIDENCIA
1256,MEISA,-33.4471,-70.6304,PROVIDENCIA
1257,ROSMO,-33.4355,-70.6542,SANTIAGO
1258,ROSMA,-33.4359,-70.6584,SANTIAGO
1259,QQA1D,-33.4881,-70.5776,PEÑALOLÉN
1260,NULCF,-33.4044,-70.57300000000001,LAS CONDES
1261,METAR,-33.4152,-70.5896,LAS CONDES
1262,SUBEC,-33.4446,-70.6567,SANTIAGO
1263,MEZAP,-33.3911,-70.6426,RECOLETA
1264,MEPCA,-33.4332,-70.6518,SANTIAGO
1265,MESNA,-33.4383,-70.6599,SANTIAGO
1266,MEROZ,-33.4703,-70.6563,SANTIAGO
1267,MELLA,-33.4828,-70.649,SAN MIGUEL
1268,MESAM,-33.4887,-70.6511,SAN MIGUEL
1269,MEPAR,-33.5265,-70.6614,LA CISTERNA
1270,MEBAQ,-33.4374,-70.6343,PROVIDENCIA
1271,MEUCH,-33.4433,-70.649,SANTIAGO
1272,MSPAB,-33.4445,-70.7233,LO PRADO
1273,ARRA2,-33.4048,-70.5742,LAS CONDES
1274,EBUST,-33.4374,-70.6328,PROVIDENCIA
1275,FRANU,-33.473,-70.648,SANTIAGO
1276,BAHIA,-33.5692,-70.6043,PUENTE ALTO
1277,PADRE,-33.6391,-70.6731,SAN BERNARDO
1278,EMUSE,-33.457,-70.7022,ESTACIÓN CENTRAL
1279,CCA5L,-33.418,-70.6059,PROVIDENCIA
1280,CCA3C,-33.418,-70.6059,PROVIDENCIA
1281,CCA2Q,-33.418,-70.6059,PROVIDENCIA
1282,CCA1K,-33.418,-70.6059,PROVIDENCIA
1283,CCY1K,-33.418,-70.6059,PROVIDENCIA
1284,ACA1D,-33.3904,-70.5474,LAS CONDES
1285,ACY3A,-33.3904,-70.5474,LAS CONDES
1286,PAA2F,-33.4024,-70.579,LAS CONDES
1287,HIARI,-33.429,-70.7851,PUDAHUEL
1288,RILAP,-33.471,-70.5295,PEÑALOLÉN
1289,HBLCC,-33.3795,-70.5292,LAS CONDES
1290,NCCOR,-33.4253,-70.5506,LAS CONDES
1291,EMON1,-33.507,-70.605,MACUL
1292,MPDO3,-33.4155,-70.5407,LAS CONDES
1293,MPDOI,-33.4155,-70.5407,LAS CONDES
1294,MCTAF,-33.3826,-70.5351,VITACURA
1295,MSMGF,-33.4217,-70.6089,PROVIDENCIA
1296,L6NW1,-33.4845,-70.6944,CERRILLOS
1297,L6NW2,-33.4774,-70.6418,SAN JOAQUÍN
1298,L6NU3,-33.4774,-70.6418,SAN JOAQUÍN
1299,BEAM2,-33.4436,-70.6524,SANTIAGO
1300,TORME,-33.2304,-70.4089,LO BARNECHEA
1301,CHUF2,-33.2913,-70.6565,COLINA
1302,LOBOF,-33.3844,-70.7585,PUDAHUEL
1303,NOVIC,-33.3996,-70.8562,PUDAHUEL
1304,L3N08,-33.4438,-70.6498,SANTIAGO
1305,L3N13,-33.3658,-70.6907,CONCHALÍ
1306,FBCA2,-33.4378,-70.6571,SANTIAGO
1307,ITAR1,-33.436,-70.6463,SANTIAGO
1308,CCMG1,-33.7006,-71.234,MELIPILLA
1309,LCDC1,-33.4155,-70.5868,LAS CONDES
1310,PIRQF,-33.6336,-70.5728,PIRQUE
1311,PQBC2,-33.5242,-70.6104,LA GRANJA
1312,QNRG1,-33.4362,-70.6917,QUINTA NORMAL
1313,SCAG1,-33.3953,-70.5007,LAS CONDES
1314,SCOX2,-33.4669,-70.6525,SANTIAGO
1315,GAIF2,-33.4404,-70.6493,SANTIAGO
1316,GVIJF,-33.425,-70.6099,PROVIDENCIA
1317,CCQVF,-33.359,-70.4789,LO BARNECHEA
1318,TOJDF,-33.4178,-70.6034,PROVIDENCIA
1319,MFLEF,-33.4312,-70.5658,LA REINA
1320,LOREL,-33.4389,-70.5681,LA REINA
1321,COSNO,-33.4364,-70.6338,PROVIDENCIA
1322,LESTF,-33.4271,-70.7516,CERRO NAVIA
1323,AVIUM,-33.4403,-70.6263,PROVIDENCIA
1324,HMPUD,-33.4493,-70.7559,PUDAHUEL
1325,RQLC1,-33.4902,-70.5775,PEÑALOLÉN
1326,REDUR,-33.3911,-70.5066,LAS CONDES
1327,APQC1,-33.408,-70.5569,LAS CONDES
1328,LONQF,-33.6433,-70.8135,CALERA DE TANGO
1329,TREPA,-33.5775,-70.8002,PADRE HURTADO
1330,MENAZ,-33.4657,-70.6108,ÑUÑOA
1331,PNFG1,-33.6065,-70.8932,PEÑAFLOR
1332,TTEC1,-33.4555,-70.7416,PUDAHUEL
1333,CCA5B,-33.418,-70.6059,PROVIDENCIA
1334,CCA4H,-33.418,-70.6059,PROVIDENCIA
1335,UCAC1,-33.4382,-70.6382,SANTIAGO
1336,CCA2I,-33.418,-70.6059,PROVIDENCIA
1337,CCA2J,-33.418,-70.6059,PROVIDENCIA
1338,CCA1A,-33.418,-70.6059,PROVIDENCIA
1339,CCY1B,-33.418,-70.6059,PROVIDENCIA
1340,CCY1H,-33.418,-70.6059,PROVIDENCIA
1341,CCY2B,-33.418,-70.6059,PROVIDENCIA
1342,MSSAF,-33.425,-70.6142,PROVIDENCIA
1343,ARENA,-33.4627,-70.6618,SANTIAGO
1344,ACA3E,-33.3904,-70.5474,LAS CONDES
1345,EAVC1,-33.5698,-70.6834,EL BOSQUE
1346,ACA1H,-33.3904,-70.5474,LAS CONDES
1347,ACY1A,-33.3904,-70.5474,LAS CONDES
1348,ACY6A,-33.3904,-70.5474,LAS CONDES
1349,PAA3C,-33.4024,-70.579,LAS CONDES
1350,PAA3F,-33.4024,-70.579,LAS CONDES
1351,CSARF,-33.4709,-70.5214,PEÑALOLÉN
1352,REFOR,-33.4879,-70.7623,MAIPÚ
1353,ESRI2,-33.3838,-70.6255,HUECHURABA
1354,SMGVF,-33.3694,-70.5592,VITACURA
1355,SSTTE,-33.37,-70.5486,VITACURA
1356,HBUI3,-33.7226,-70.7415,BUIN
1357,POA3F,-33.5174,-70.7174,CERRILLOS
1358,POA2C,-33.5174,-70.7174,CERRILLOS
1359,POA1A,-33.5174,-70.7174,CERRILLOS
1360,CURAO,-33.4024,-71.1281,CURACAVÍ
1361,HVIRE,-33.5206,-70.7513,MAIPÚ
1362,QQY1A,-33.4881,-70.5776,PEÑALOLÉN
1363,NEVF2,-33.3536,-70.2487,LO BARNECHEA
1364,AATCU,-33.6994,-70.9733,TALAGANTE
1365,TBSUD,-33.3672,-70.497,LAS CONDES
1366,HBCF1,-33.4844,-70.687,PEDRO AGUIRRE CERDA
1367,HAPO9,-33.4023,-70.5275,LAS CONDES
1368,HLCO3,-33.4285,-70.5713,LAS CONDES
1369,L6NL1,-33.4845,-70.6944,CERRILLOS
1370,L6NT4,-33.4774,-70.6418,SAN JOAQUÍN
1371,L6NT7,-33.4208,-70.6088,PROVIDENCIA
1372,MEHEM,-33.408,-70.5556,LAS CONDES
1373,SUBIT,-33.3679,-70.5468,VITACURA
1374,SCLDP,-33.3269,-70.5191,LO BARNECHEA
1375,CAVIC,-33.3941,-71.1335,CURACAVÍ
1376,MELLF,-33.6639,-71.2699,MELIPILLA
1377,TUKE1,-33.4081,-70.5994,LAS CONDES
1378,SCCH1,-33.3239,-70.6348,COLINA
1379,SAND3,-33.4746,-70.6278,SAN JOAQUÍN
1380,SUMI1,-33.4404,-70.6487,SANTIAGO
1381,SALC2,-33.4425,-70.5189,LA REINA
1382,LVINF,-33.3848,-70.5168,LAS CONDES
1383,HBBAR,-33.3883,-70.685,CONCHALÍ
1384,AVESE,-33.5486,-70.6574,EL BOSQUE
1385,HMUVI,-33.3987,-70.6011,VITACURA
1386,CAMEL,-33.6626,-70.7461,CALERA DE TANGO
1387,HPDV3,-33.4525,-70.5915,ÑUÑOA
1388,MBIRF,-33.4201,-70.5986,LAS CONDES
1389,CASAS,-33.0204,-70.6878,COLINA
1390,ELMAN,-33.5826,-70.4011,SAN JOSÉ DE MAIPO
1391,MFLXF,-33.4225,-70.6128,PROVIDENCIA
1392,MEGRE,-33.4688,-70.5762,PEÑALOLÉN
1393,MEPEG,-33.4533,-70.5707,LA REINA
1394,TRBAN,-33.4394,-70.6477,SANTIAGO
1395,ABTIS,-33.4057,-70.5725,LAS CONDES
1396,BOLLF,-33.6035,-71.2036,MELIPILLA
1397,MHPIF,-33.5838,-70.6759,SAN BERNARDO
1398,LPUEM,-33.5595,-70.6613,EL BOSQUE
1399,RCECV,-33.4595,-70.5801,ÑUÑOA
1400,KAUCM,-33.4616,-70.7158,ESTACIÓN CENTRAL
1401,VTRMA,-33.4758,-70.619,MACUL
1402,MSMA1,-33.4327,-70.6284,PROVIDENCIA
1403,MSMA2,-33.4327,-70.6284,PROVIDENCIA
1404,HFCOF,-33.4439,-70.6482,SANTIAGO
1405,GBONF,-33.4534,-70.7265,LO PRADO
1406,AMERF,-33.5962,-70.7122,SAN BERNARDO
1407,PAST2,-33.4151,-70.5936,LAS CONDES
1408,ECVTR,-33.3942,-70.6182,HUECHURABA
1409,HBCAL,-33.3779,-70.6139,HUECHURABA
1410,PDVC3,-33.443000000000005,-70.6071,PROVIDENCIA
1411,MSVRF,-33.4371,-70.6255,PROVIDENCIA
1412,TONAI,-33.4533,-70.6523,SANTIAGO
1413,HNUN9,-33.4613,-70.5781,ÑUÑOA
1414,CAUPO,-33.3356,-70.6958,QUILICURA
1415,NATC2,-33.4463,-70.6521,SANTIAGO
1416,CHRMB,-33.5628,-71.2079,MELIPILLA
1417,MESOU,-33.4382,-70.6599,SANTIAGO
1418,CAPJU,-33.4391,-70.653,SANTIAGO
1419,CAMCH,-33.419000000000004,-70.6091,PROVIDENCIA
1420,HNUN7,-33.4536,-70.5593,LA REINA
1421,ENERF,-33.4447,-70.6453,SANTIAGO
1422,LEHB1,-33.5125,-70.6971,LO ESPEJO
1423,PIRQ2,-33.6691,-70.5837,PIRQUE
1424,PFMEN,-33.5789,-70.7106,SAN BERNARDO
1425,PAHB1,-33.4738,-70.7437,MAIPÚ
1426,AVLCL,-33.3979,-70.6424,RECOLETA
1427,MENA1,-33.4657,-70.6108,ÑUÑOA
1428,MESAP,-33.4449,-70.7232,LO PRADO
1429,UDDEI,-33.3927,-70.5025,LAS CONDES
1430,CIHB1,-33.5408,-70.6813,EL BOSQUE
1431,COCE3,-33.4175,-70.6062,PROVIDENCIA
1432,HSBRJ,-33.4609,-70.6417,SANTIAGO
1433,POA3A,-33.5174,-70.7174,CERRILLOS
1434,POA2G,-33.5174,-70.7174,CERRILLOS
1435,MRIVV,-33.4673,-70.711,ESTACIÓN CENTRAL
1436,HPIND,-33.3993,-70.5866,VITACURA
1437,COPHU,-33.4133,-70.5484,LAS CONDES
1438,14COS,-33.5431,-70.686,EL BOSQUE
1439,FRMCI,-33.4075,-70.5718,LAS CONDES
1440,SEPRE,-33.4422,-70.6528,SANTIAGO
1441,FOSIS,-33.4379,-70.6441,SANTIAGO
1442,MPENO,-33.5815,-70.8761,PADRE HURTADO
1443,VIELU,-33.4608,-70.657,SANTIAGO
1444,ROBES,-33.4557,-70.6547,SANTIAGO
1445,QQB1F,-33.4881,-70.5776,PEÑALOLÉN
1446,ESA11,-33.4417,-70.6522,SANTIAGO
1447,MEDOR,-33.3968,-70.6429,RECOLETA
1448,MECEB,-33.4227,-70.6452,RECOLETA
1449,MENEP,-33.4515,-70.7227,LO PRADO
1450,MEMAN,-33.4091,-70.5679,LAS CONDES
1451,HOIN2,-33.413000000000004,-70.6029,LAS CONDES
1452,HLRE1,-33.4382,-70.5299,LA REINA
1453,UCSJA,-33.4979,-70.6155,MACUL
1454,CCA4P,-33.418,-70.6059,PROVIDENCIA
1455,CCA3E,-33.418,-70.6059,PROVIDENCIA
1456,CCA2C,-33.418,-70.6059,PROVIDENCIA
1457,CCY4B,-33.418,-70.6059,PROVIDENCIA
1458,ACA1I,-33.3904,-70.5474,LAS CONDES
1459,PAA2D,-33.4024,-70.579,LAS CONDES
1460,BCIF1,-33.4424,-70.6495,SANTIAGO
1461,EJTOE,-33.4533,-70.6601,SANTIAGO
1462,GSCO1,-33.436,-70.6524,SANTIAGO
1463,CTIEL,-33.5192,-70.7552,MAIPÚ
1464,RDMLC,-33.4056,-70.5746,LAS CONDES
1465,SAAL1,-33.412,-70.5796,LAS CONDES
1466,FALLD,-33.4158,-70.54,LAS CONDES
1467,L6NW3,-33.4542,-70.6051,ÑUÑOA
1468,L6NU2,-33.4791,-70.6646,PEDRO AGUIRRE CERDA
1469,BEAM3,-33.4436,-70.6524,SANTIAGO
1470,BRPL1,-33.4064,-70.5743,LAS CONDES
1471,BRPL4,-33.4064,-70.5743,LAS CONDES
1472,L6NU5,-33.4626,-70.6068,ÑUÑOA
