,bts_id,lat,lon
1414,CAUPO,-33.3356,-70.6958
1415,NATC2,-33.4463,-70.6521
1416,CHRMB,-33.5628,-71.2079
1417,MESOU,-33.4382,-70.6599
1418,CAPJU,-33.4391,-70.653
1419,CAMCH,-33.419000000000004,-70.6091
1420,HNUN7,-33.4536,-70.5593
1421,ENERF,-33.4447,-70.6453
1422,LEHB1,-33.5125,-70.6971
1423,PIRQ2,-33.6691,-70.5837
1424,PFMEN,-33.5789,-70.7106
1425,PAHB1,-33.4738,-70.7437
1426,AVLCL,-33.3979,-70.6424
1427,MENA1,-33.4657,-70.6108
1428,MESAP,-33.4449,-70.7232
1429,UDDEI,-33.3927,-70.5025
1430,CIHB1,-33.5408,-70.6813
1431,COCE3,-33.4175,-70.6062
1432,HSBRJ,-33.4609,-70.6417
1433,POA3A,-33.5174,-70.7174
1434,POA2G,-33.5174,-70.7174
1435,MRIVV,-33.4673,-70.711
1436,HPIND,-33.3993,-70.5866
1437,COPHU,-33.4133,-70.5484
1438,14COS,-33.5431,-70.686
1439,FRMCI,-33.4075,-70.5718
1440,SEPRE,-33.4422,-70.6528
1441,FOSIS,-33.4379,-70.6441
1442,MPENO,-33.5815,-70.8761
1443,VIELU,-33.4608,-70.657
1444,ROBES,-33.4557,-70.6547
1445,QQB1F,-33.4881,-70.5776
1446,ESA11,-33.4417,-70.6522
1447,MEDOR,-33.3968,-70.6429
1448,MECEB,-33.4227,-70.6452
1449,MENEP,-33.4515,-70.7227
1450,MEMAN,-33.4091,-70.5679
1451,HOIN2,-33.413000000000004,-70.6029
1452,HLRE1,-33.4382,-70.5299
1453,UCSJA,-33.4979,-70.6155
1454,CCA4P,-33.418,-70.6059
1455,CCA3E,-33.418,-70.6059
1456,CCA2C,-33.418,-70.6059
1457,CCY4B,-33.418,-70.6059
1458,ACA1I,-33.3904,-70.5474
1459,PAA2D,-33.4024,-70.579
1460,BCIF1,-33.4424,-70.6495
1461,EJTOE,-33.4533,-70.6601
1462,GSCO1,-33.436,-70.6524
1463,CTIEL,-33.5192,-70.7552
1464,RDMLC,-33.4056,-70.5746
1465,SAAL1,-33.412,-70.5796
1466,FALLD,-33.4158,-70.54
1467,L6NW3,-33.4542,-70.6051
1468,L6NU2,-33.4791,-70.6646
1469,BEAM3,-33.4436,-70.6524
1470,BRPL1,-33.4064,-70.5743
1471,BRPL4,-33.4064,-70.5743
1472,L6NU5,-33.4626,-70.6068
1473,L6NU6,-33.4542,-70.6051
1474,STA11,-33.4408,-70.6497
1475,L6NU7,-33.4208,-70.6088
1476,A2EN1,-33.4051,-70.5762
1477,ALOVA,-33.4229,-70.6219
1478,APOPE,-33.5598,-70.5518
1479,HBOM2,-33.4953,-70.6039
1480,ECOR1,-33.4369,-70.6327
1481,HFAR1,-33.4053,-70.5594
1482,PARC1,-33.4442,-70.6463
1483,LFRNF,-33.4111,-70.7007
1484,LGLAF,-33.3952,-70.5228
1485,SUMPI,-33.6848,-71.2153
1486,CCA3H,-33.418,-70.6059
1487,CCY2A,-33.418,-70.6059
1488,CCY5C,-33.418,-70.6059
1489,ACA2E,-33.3904,-70.5474
1490,ACY4A,-33.3904,-70.5474
1491,PAY1A,-33.4024,-70.579
1492,ANTPR,-33.4092,-70.6357
1493,AMY1A,-33.4825,-70.751
1494,POA2B,-33.5174,-70.7174
1495,TID5C,-33.4133,-70.6038
1496,HLFL1,-33.4878,-70.6066
1497,BOTAS,-33.5274,-70.7116
1498,HMPU3,-33.4491,-70.7564
1499,HDIR2,-33.4203,-70.7542
1500,HSFC2,-33.3958,-70.5111
1501,HSFC4,-33.3965,-70.5057
1502,SNPA2,-33.4142,-70.5808
1503,L6NL2,-33.4774,-70.6418
1504,L6NT5,-33.4626,-70.6068
1505,MAO12,-33.4626,-70.6613
1506,L1004,-33.4079,-70.5448
1507,L1012,-33.4091,-70.5679
1508,L1026,-33.4512,-70.6786
1509,L1013,-33.4091,-70.5679
1510,L1017,-33.4141,-70.5843
1511,HTR13,-33.5354,-70.6036
1512,SALC1,-33.44,-70.5208
1513,SCMMO,-33.4469,-70.5283
1514,MASR3,-33.4054,-70.7055
1515,MATUF,-33.4505,-70.6789
1516,CLIP2,-33.3176,-70.8591
1517,AVEMA,-33.472,-70.7574
1518,PCNT2,-33.3927,-70.5974
1519,FEDIS,-33.4342,-70.6615
1520,EPSU1,-33.4059,-70.5748
1521,MESJO,-33.4986,-70.6159
1522,PLATF,-33.5734,-70.6359
1523,AREN2,-33.4626,-70.6622
1524,AAANT,-33.5445,-70.6335
1525,CARC2,-33.4921,-70.6174
1526,PJUDI,-33.4402,-70.6567
1527,BBVA1,-33.4131,-70.6038
1528,HBCUR,-33.4108,-71.1486
1529,HBTR2,-33.3925,-70.5538
1530,BIAR2,-33.4328,-70.6088
1531,TCNT1,-33.4382,-70.6453
1532,TCNT2,-33.4382,-70.6453
1533,COAGF,-33.4408,-70.65
1534,PARV2,-33.3366,-70.2894
1535,MBORG,-33.429,-70.6189
1536,HLRE7,-33.4567,-70.5361
1537,IBMPI,-33.4336,-70.6258
1538,MONAN,-33.5931,-70.5406
1539,HPSBC,-33.5932,-70.7034
1540,EDCT2,-33.4433,-70.6547
1541,RIESC,-33.4112,-70.5884
1542,MEPAZ,-33.5101,-70.757
1543,MFRA3,-33.4368,-70.7356
1544,PEDRF,-33.5086,-70.6148
1545,EMCOO,-33.4498,-70.6566
1546,EMATT,-33.4049,-70.5732
1547,MEVIV,-33.5275,-70.5967
1548,HNUN6,-33.4595,-70.5619
1549,MACDC,-33.3904,-70.5474
1550,LPDTE,-33.4764,-70.568
1551,FBROI,-33.4357,-70.661
1552,QQA1B,-33.4881,-70.5776
1553,VIZCL,-33.5968,-70.5203
1554,LVYBM,-33.8284,-70.0588
1555,HMARF,-33.3999,-70.5745
1556,CUHIE,-33.3874,-71.1906
1557,MERCA,-33.4349,-70.6516
1558,CCA4G,-33.418,-70.6059
1559,CCA4O,-33.418,-70.6059
1560,CCA3J,-33.418,-70.6059
1561,CCA3O,-33.418,-70.6059
1562,ACA3G,-33.3904,-70.5474
1563,ACA3H,-33.3904,-70.5474
1564,ACY2A,-33.3904,-70.5474
1565,PAA1J,-33.4024,-70.579
1566,PAY4A,-33.4024,-70.579
1567,BASF2,-33.4342,-70.653
1568,MPRT2,-33.611,-70.8865
1569,EMON2,-33.507,-70.605
1570,PSCH1,-33.4099,-70.5727
1571,ABTS1,-33.5951,-70.715
1572,STAG7,-33.4408,-70.6497
1573,STA10,-33.4408,-70.6497
1574,STA12,-33.4408,-70.6497
1575,EMC02,-33.439,-70.6543
1576,L3N09,-33.433,-70.6517
1577,L3N10,-33.4179,-70.6561
1578,SUMI2,-33.4404,-70.6487
1579,MENAC,-33.4657,-70.6108
1580,PIROJ,-33.2608,-70.6246
1581,SUHU2,-33.4402,-70.6556
1582,SUSBE,-33.5914,-70.7062
1583,CCA5D,-33.418,-70.6059
1584,CCY1E,-33.418,-70.6059
1585,CCY4A,-33.418,-70.6059
1586,CCY5A,-33.418,-70.6059
1587,CLCDF,-33.3851,-70.5326
1588,ACA1B,-33.3904,-70.5474
1589,PAA1E,-33.4024,-70.579
1590,PAA1G,-33.4024,-70.579
1591,PAA1H,-33.4024,-70.579
1592,AMA1B,-33.4825,-70.751
1593,ALAF2,-33.4452,-70.6551
1594,QQA1C,-33.4881,-70.5776
1595,QQB1B,-33.4881,-70.5776
1596,HSFC3,-33.3801,-70.5129
1597,SCLAD,-33.3881,-70.582
1598,L6NT2,-33.4791,-70.6807
1599,L1029,-33.4531,-70.6862
1600,INDED,-33.3993,-70.6689
1601,L1007,-33.4079,-70.5448
1602,LATA2,-33.3969,-70.7925
1603,CNH13,-33.4212,-70.7247
1604,HTR22,-33.5395,-70.5985
1605,SCSAP,-33.2666,-70.6347
1606,CNH11,-33.424,-70.7192
1607,SCJR1,-33.2612,-70.6456
1608,EMA02,-33.439,-70.6543
1609,EMX01,-33.439,-70.6543
1610,SCHMI,-33.4514,-70.5397
1611,SCPEE,-33.4422,-70.5531
1612,QNACA,-33.5009,-70.5275
1613,DIGOR,-33.4444,-70.6176
1614,VIAMU,-33.3653,-70.579
1615,MREYF,-33.4169,-70.5976
1616,HMAR3,-33.3999,-70.5745
1617,TCJJP,-33.43,-70.7269
1618,GILLC,-33.3796,-70.53
1619,MOHUF,-33.4399,-70.6535
1620,MACD2,-33.3904,-70.5474
1621,CLINF,-33.2059,-70.6759
1622,SASDO,-33.4362,-70.649
1623,ANOCH,-33.3468,-70.6268
1624,PARV3,-33.3371,-70.2905
1625,MBLNF,-33.4255,-70.6112
1626,MHOLF,-33.4195,-70.6042
1627,SKLAI,-33.3226,-70.7208
1628,COECI,-33.4399,-70.6517
1629,LPHB1,-33.5608,-70.7855
1630,MEPRA,-33.4433,-70.7164
1631,MELOU,-33.4393,-70.685
1632,MEFLO,-33.5198,-70.5997
1633,CIALQ,-33.3712,-70.7084
1634,MIRAL,-33.4071,-70.5279
1635,MASR1,-33.4055,-70.7055
1636,HLFL2,-33.4966,-70.596
1637,HOCRI,-33.4616,-70.6862
1638,MEGCF,-33.4013,-70.5754
1639,QQB1C,-33.4881,-70.5776
1640,POLPA,-33.1552,-70.8283
1641,MELAC,-33.5375,-70.664
1642,MLARE,-33.4574,-70.7058
1643,SATCU,-33.5617,-70.6783
1644,HLRE3,-33.4647,-70.5331
1645,CCA5I,-33.418,-70.6059
1646,CCA3A,-33.418,-70.6059
1647,CCA2B,-33.418,-70.6059
1648,PAA2J,-33.4024,-70.579
1649,L6NW4,-33.4208,-70.6088
1650,TIE6A,-33.4133,-70.6038
1651,MPARF,-33.4445,-70.6494
1652,HBOM1,-33.4966,-70.596
1653,PDVC1,-33.443000000000005,-70.6071
1654,SUIBU,-33.4373,-70.6322
1655,CCA5F,-33.418,-70.6059
1656,FSBEF,-33.4725,-70.6316
1657,CCA2D,-33.418,-70.6059
1658,CCA1D,-33.418,-70.6059
1659,CCA1E,-33.418,-70.6059
1660,MIMON,-33.4415,-70.6466
1661,PDHSF,-33.3573,-70.5161
1662,ACA3B,-33.3904,-70.5474
1663,ACA3F,-33.3904,-70.5474
1664,LNFAF,-33.479,-70.7141
1665,PAA2B,-33.4024,-70.579
1666,PAY2A,-33.4024,-70.579
1667,AMA2A,-33.4825,-70.751
1668,ARMAF,-33.4377,-70.6497
1669,HBCF2,-33.4844,-70.6797
1670,HPCOU,-33.493,-70.5702
1671,ESTC3,-33.4323,-70.6545
1672,SCGPN,-33.4375,-70.628
1673,MPDO2,-33.4155,-70.5407
1674,MAO21,-33.4631,-70.6614
1675,L1020,-33.4152,-70.5896
1676,L1032,-33.4559,-70.7014
1677,L1023,-33.4482,-70.6691
1678,LATA1,-33.3969,-70.7925
1679,HAILL,-33.5501,-70.7662
1680,SAND2,-33.4746,-70.6278
1681,RPLE4,-33.4419,-70.6492
1682,ALVAL,-33.4637,-70.5217
1683,HTR12,-33.5395,-70.6088
1684,HASOL,-33.5098,-70.7949
1685,HPRO3,-33.4315,-70.598
1686,TVN07,-33.4271,-70.6243
1687,SUAIP,-33.5066,-70.7577
1688,M21MF,-33.6104,-70.5744
1689,HUMCF,-33.4393,-70.64699999999999
1690,TEHF2,-33.44,-70.6553
1691,SAAF2,-33.4409,-70.648
1692,CISRF,-33.3952,-70.6333
1693,ESAIN,-33.442,-70.652
1694,HPDV1,-33.455,-70.6139
1695,MPIOF,-33.4317,-70.6362
1696,TPSC2,-33.3284,-70.5316
1697,AMA2C,-33.4825,-70.751
1698,MTHYF,-33.4186,-70.60300000000001
1699,HMER1,-33.5044,-70.6774
1700,BELAB,-33.437,-70.6326
1701,HIND1,-33.4352,-70.63600000000001
1702,PPLG2,-33.4438,-70.6579
1703,PAAND,-33.4048,-70.5747
1704,CCA4K,-33.418,-70.6059
1705,CCA3B,-33.418,-70.6059
1706,CCA3I,-33.418,-70.6059
1707,CCA1I,-33.418,-70.6059
1708,PAA2K,-33.4024,-70.579
1709,SCSPS,-33.3885,-70.5032
1710,HAPO5,-33.4139,-70.5323
1711,CBRET,-33.4129,-70.6038
1712,STAG8,-33.4408,-70.6497
1713,OPSAT,-33.4563,-70.8992
1714,FAMIN,-33.4235,-70.6531
1715,MTSAL,-33.4567,-70.7006
1716,GJP2F,-33.3239,-70.5613
1717,CCA2F,-33.418,-70.6059
1718,PAA2I,-33.4024,-70.579
1719,PAX2A,-33.4024,-70.579
1720,PAX6A,-33.4024,-70.579
1721,TSTGI,-33.4542,-70.6886
1722,POA3D,-33.5174,-70.7174
1723,POA2D,-33.5174,-70.7174
1724,TIB1C,-33.4133,-70.6038
1725,TIE4A,-33.4133,-70.6038
1726,QQB1D,-33.4881,-70.5776
1727,DPUNO,-33.1907,-70.515
1728,L1031,-33.4542,-70.6923
1729,L1005,-33.4079,-70.5448
1730,L1028,-33.4512,-70.6786
1731,HFER0,-33.4989,-70.7373
1732,HCAB3,-33.5876,-70.6879
1733,MFRA2,-33.4356,-70.7202
1734,EYREC,-33.6253,-70.6033
1735,HUSF2,-33.4393,-70.6482
1736,GOCUF,-33.4157,-70.592
1737,PZLC3,-33.4192,-70.6069
1738,BOSAF,-33.4412,-70.6515
1739,HOSJF,-33.4428,-70.6791
1740,MECEM,-33.4138,-70.6436
1741,HNUN1,-33.4463,-70.575
1742,FBREI,-33.3994,-70.686
1743,HSLU1,-33.4368,-70.6384
1744,HLCO1,-33.3979,-70.5929
1745,HGMI1,-33.5627,-70.6022
1746,TUZAP,-33.3883,-71.2633
1747,CMMPE,-33.478,-70.5434
1748,RPHFF,-33.4395,-70.6505
1749,ELMEI,-33.3826,-70.5939
1750,REPUB,-33.4513,-70.6678
1751,CCA5J,-33.418,-70.6059
1752,CCA4B,-33.418,-70.6059
1753,CCA4C,-33.418,-70.6059
1754,CCA3K,-33.418,-70.6059
1755,CCA2R,-33.418,-70.6059
1756,CCY1G,-33.418,-70.6059
1757,PAA2C,-33.4024,-70.579
1758,BEHUB,-33.44,-70.6538
1759,RPLE3,-33.4419,-70.6492
1760,GESPF,-33.4391,-70.6491
1761,SUTAL,-33.6628,-70.9265
1762,SUNUN,-33.4547,-70.6016
1763,CCA4I,-33.418,-70.6059
1764,CCA2K,-33.418,-70.6059
1765,ACA3I,-33.3904,-70.5474
1766,ACY5A,-33.3904,-70.5474
1767,AMA1F,-33.4825,-70.751
1768,POA3B,-33.5174,-70.7174
1769,POY1A,-33.5174,-70.7174
1770,TIF2D,-33.4133,-70.6038
1771,L6NL4,-33.4208,-70.6088
1772,L1008,-33.408,-70.5556
1773,L1009,-33.408,-70.5556
1774,L1030,-33.4531,-70.6862
1775,HCAB1,-33.5826,-70.6861
1776,MASR2,-33.4014,-70.7063
1777,EMA01,-33.439,-70.6543
1778,EMB01,-33.439,-70.6543
1779,MSMH1,-33.4402,-70.6556
1780,MOTEL,-33.4423,-70.6562
1781,COCEN,-33.4178,-70.6066
1782,MTSMF,-33.4232,-70.6223
1783,MIRA4,-33.416,-70.6066
1784,PARV1,-33.3331,-70.2892
1785,MBELF,-33.4221,-70.6083
1786,LONDR,-33.4451,-70.6483
1787,HVIT2,-33.3826,-70.5782
1788,CCA5C,-33.418,-70.6059
1789,CCA4L,-33.418,-70.6059
1790,CCA3P,-33.418,-70.6059
1791,CCA1L,-33.418,-70.6059
1792,CCY1A,-33.418,-70.6059
1793,CCY2C,-33.418,-70.6059
1794,PAY6A,-33.4024,-70.579
1795,PAA2L,-33.4024,-70.579
1796,CCC3A,-33.418,-70.6059
1797,ITAA2,-33.4044,-70.5733
1798,CJLA1,-33.425,-70.6209
1799,OPSAP,-33.4563,-70.8992
1800,STAG9,-33.4408,-70.6497
1801,SUDPT,-33.5026,-70.655
1802,SUBAR,-33.439,-70.6458
1803,SUPRV,-33.4209,-70.6094
1804,SUAP3,-33.416,-70.5936
1805,CCA4D,-33.418,-70.6059
1806,CCA4E,-33.418,-70.6059
1807,CCA4F,-33.418,-70.6059
1808,CCY3B,-33.418,-70.6059
1809,CCY3C,-33.418,-70.6059
1810,PAA2H,-33.4024,-70.579
1811,PAA1B,-33.4024,-70.579
1812,MPSPF,-33.4345,-70.6517
1813,QQA1E,-33.4881,-70.5776
1814,HMPU1,-33.445,-70.7449
1815,MBEVE,-33.4194,-70.5965
1816,L1021,-33.4152,-70.5896
1817,MVCHI,-33.2795,-70.62899999999999
1818,SCALP,-33.2512,-70.7171
1819,SCEVG,-33.2745,-70.6562
1820,SCJR2,-33.2504,-70.6266
1821,EVLPE,-33.4865,-70.5385
1822,ESQB2,-33.4467,-70.6837
1823,PEDWF,-33.4396,-70.6516
1824,DUOCP,-33.4327,-70.6147
1825,MIRA2,-33.416,-70.6066
1826,MLEOF,-33.4235,-70.6047
1827,DPRDF,-33.4277,-70.617
1828,HTRI2,-33.5394,-70.6035
1829,SURAM,-33.4401,-70.6455
1830,QUINO,-33.3538,-70.7552
1831,AALIR,-33.476,-70.631
1832,SBSAI,-33.4431,-70.6486
1833,HOTWD,-33.4139,-70.5984
1834,ESA12,-33.4416,-70.6523
1835,ACA2D,-33.3904,-70.5474
1836,WGNSB,-33.5337,-70.7061
1837,MLCF2,-33.4357,-70.6508
1838,MCOUS,-33.4418,-70.6499
1839,MQFZM,-33.4429,-70.6072
1840,CCA4A,-33.418,-70.6059
1841,CCA3F,-33.418,-70.6059
1842,CCA1F,-33.418,-70.6059
1843,CCY3A,-33.418,-70.6059
1844,PAA3D,-33.4024,-70.579
1845,SCME1,-33.6933,-71.2239
1846,QQA1G,-33.4881,-70.5776
1847,QQB1G,-33.4881,-70.5776
1848,ESTC2,-33.4323,-70.6545
1849,PECON,-33.409,-70.7464
1850,L1024,-33.4494,-70.6723
1851,L1019,-33.4141,-70.5843
1852,ARRU5,-33.4048,-70.5742
1853,SCCO1,-33.3155,-70.6563
1854,HTR11,-33.5435,-70.6079
1855,EMC01,-33.439,-70.6543
1856,SCAJA,-33.4361,-70.5244
1857,SCCSV,-33.4375,-70.5389
1858,SCCVP,-33.4342,-70.5428
1859,ELTRO,-33.4815,-70.5505
1860,HTR23,-33.5428,-70.6021
1861,MOSAF,-33.437,-70.6486
1862,MPTRF,-33.4308,-70.6447
1863,QQA1A,-33.4881,-70.5776
1864,QQA1F,-33.4881,-70.5776
1865,PAA2G,-33.4024,-70.579
1866,UCSJL,-33.4999,-70.6142
1867,SBRAN,-33.543,-70.7105
1868,SAAL2,-33.412,-70.5796
1869,STDB1,-33.4412,-70.6522
1870,MLPIF,-33.4145,-70.5971
